4.390259254325320493e-01,2.928639875768495049e-01,2.433808614309488361e-01,2.756553977064342131e-01,2.029774438215933285e-01,2.437425864097345629e-01,2.240602278292667116e-01,3.232742764594151996e-01,3.641059407749419607e-01,2.633169325920677872e-01,2.811169778714797118e-01,2.066863405042959068e-01,2.973998424528569995e-01,3.109847792641237119e-01,2.057306151646526304e-01,2.621346414974977668e-01,2.952453945779560662e-01,2.986663659306577623e-01,2.624017589120664073e-01,3.408967908679673142e-01,2.212770762638089916e-01,2.775064565273002160e-01,1.880408972196815354e-01,1.953561401408170362e-01,2.201768836217470326e-01
2.928639875768495049e-01,4.390259254325320493e-01,1.893761986360628091e-01,1.511848237479733736e-01,9.509104438455806552e-02,2.205561008256583522e-01,2.562214781908523920e-01,3.082019330165080007e-01,2.900517954020214173e-01,2.875302551828718967e-01,1.813069845214281273e-01,2.801640265067127933e-01,2.462881067116442502e-01,2.950773296834962034e-01,2.156200972391202342e-01,2.357867110777420727e-01,2.407203384795646439e-01,2.383264314529573991e-01,3.522325238946285575e-01,2.866001474917377889e-01,1.329684945769405990e-01,1.531984195500712964e-01,2.555359214261505585e-01,1.613157109639808962e-01,1.912954033136093912e-01
2.433808614309488361e-01,1.893761986360628091e-01,4.390259254325320493e-01,2.701382802339948874e-01,1.498138908683785964e-01,1.746773805698640381e-01,1.535020379007957514e-01,1.891487520432915126e-01,2.078095876998387048e-01,2.012006948840541209e-01,2.541856709680391235e-01,2.328669242258101235e-01,2.350722705685506231e-01,2.429553326004075808e-01,2.138673698376919452e-01,1.982843114821595254e-01,2.116322211907719630e-01,2.077515174542357013e-01,2.293618867056340660e-01,2.217016512406928541e-01,1.357865342583407520e-01,1.513626702229331489e-01,2.377653641762176306e-01,1.443523028331054059e-01,2.105246584808344590e-01
2.756553977064341021e-01,1.511848237479732626e-01,2.701382802339947764e-01,4.390259254325320493e-01,1.314684610926354358e-01,3.242260892215432788e-01,3.361541513748602661e-01,4.390259254325320493e-01,4.014808570213462824e-01,3.853114452798526157e-01,2.313923375885735823e-01,3.143090811034188192e-01,3.563075320062297768e-01,3.960059239135084175e-01,2.938767467829118685e-01,3.214378640809755217e-01,3.399680380135474689e-01,3.419932352257759600e-01,4.370484309676353485e-01,4.146777971150952258e-01,2.521375621942657519e-01,2.581456894368060473e-01,2.866067490125461248e-01,2.223460283322574726e-01,2.265730753322279245e-01
2.029774438215933285e-01,9.509104438455806552e-02,1.498138908683787074e-01,1.314684610926353248e-01,4.390259254325320493e-01,2.076268709247839350e-01,2.061447164884950833e-01,3.009207108683885634e-01,2.857077594331551840e-01,2.573811887934190912e-01,1.576513520767856003e-01,2.154862713272714947e-01,2.581168553819831457e-01,2.788302670791853455e-01,1.866231532027290418e-01,1.965037760441437076e-01,2.171706344843274961e-01,2.237108591236520727e-01,2.984927948675351050e-01,2.900612239600133258e-01,1.206028022024554502e-01,1.770377811487022779e-01,2.126457430792846326e-01,1.223974616237397672e-01,1.470793438645657814e-01
2.437425864097345629e-01,2.205561008256583522e-01,1.746773805698640381e-01,3.242260892215432788e-01,2.076268709247839350e-01,4.390259254325320493e-01,6.877647969016364993e-02,9.851163604403512242e-02,8.902625092544169672e-02,5.923648137187165208e-02,1.332905013698671981e-01,1.213342485518930092e-01,6.828749433730940677e-02,9.914799050040501438e-02,7.594566121877588394e-02,9.947582618871131377e-02,9.208711919805112611e-02,9.063834720286401136e-02,9.016117435509618527e-02,7.161252749858226796e-02,9.584844665072489445e-02,1.233553428275531161e-01,1.874316788529055700e-01,1.414763378116694614e-01,1.976873491251158743e-01
2.240602278292666005e-01,2.562214781908523920e-01,1.535020379007956404e-01,3.361541513748602661e-01,2.061447164884951944e-01,6.877647969016376095e-02,4.390259254325320493e-01,1.328661399212283101e-01,1.136381867339885110e-01,6.374865806551788250e-02,1.531664331406310531e-01,1.075376060415881296e-01,1.100177844341435618e-01,1.177698287999939808e-01,9.718292917938808895e-02,4.949459976066472588e-02,7.343113103416454290e-02,7.699192926913067669e-02,1.019631920683742310e-01,9.718880564262255550e-02,1.049918112096788203e-01,1.398394535173649311e-01,1.519226429130157152e-01,1.049207622516353799e-01,1.790644994065142548e-01
3.232742764594153106e-01,3.082019330165081117e-01,1.891487520432914016e-01,4.390259254325320493e-01,3.009207108683885634e-01,9.851163604403523344e-02,1.328661399212283101e-01,4.390259254325320493e-01,1.027809021708047110e-01,9.246310228129583919e-02,2.349201951426120871e-01,1.971515432312782590e-01,1.203721511123181376e-01,1.405558762784486770e-01,1.573946690511259794e-01,1.672191984806449261e-01,1.685755684275342947e-01,1.545417320871880218e-01,1.187924303929459580e-01,1.081956518630495800e-01,1.620871809226709370e-01,1.522168454360087742e-01,2.684952708281767020e-01,2.366244798605993127e-01,2.808992774487325539e-01
3.641059407749419607e-01,2.900517954020214173e-01,2.078095876998387048e-01,4.014808570213463934e-01,2.857077594331552950e-01,8.902625092544169672e-02,1.136381867339886220e-01,1.027809021708047110e-01,4.390259254325320493e-01,8.009865527295034759e-02,1.778422050136740928e-01,1.786223088976799378e-01,7.809723711322991146e-02,8.955186200443221445e-02,1.443602142548863210e-01,1.406028490481111559e-01,9.774855421830475066e-02,9.678834235118249918e-02,1.410349451223363859e-01,7.463506191541502410e-02,1.508457918092982464e-01,1.078249904248760327e-01,2.780485918520585464e-01,2.205860703767854591e-01,2.835661641569583447e-01
2.633169325920676762e-01,2.875302551828718967e-01,2.012006948840540099e-01,3.853114452798527267e-01,2.573811887934192022e-01,5.923648137187165208e-02,6.374865806551788250e-02,9.246310228129572817e-02,8.009865527295034759e-02,4.390259254325320493e-01,1.649888151654583801e-01,1.251306655138052504e-01,9.088743244850405745e-02,9.092222313639575226e-02,1.014463416507714877e-01,1.002365007462429070e-01,7.893741212597193968e-02,9.805927385111334882e-02,8.178534859887065522e-02,8.100796727087100635e-02,1.195508323624129288e-01,1.476602137630252942e-01,1.983014269645516636e-01,1.627763295566189150e-01,2.397597620170398569e-01
